2P_pc,3P_pc,AST,BLK,DREB,FG_pc,FT_pc,ID,OREB,STL,TOV
0.4590235396687009,0.292,0.653061224489796,0.1724137931034483,0.219047619047619,0.3594132029339852,0.4516728624535316,foxde01,0.1395348837209302,0.7,0.6304347826086958
0.4831081081081078,0.415,0.3979591836734694,0.0344827586206896,0.438095238095238,0.4009779951100244,0.8438661710037173,middlkh01,0.1395348837209302,0.4,0.4347826086956522
0.3764478764478768,0.38,0.2653061224489796,0.0344827586206896,0.1238095238095238,0.3398533007334964,0.7137546468401487,sextoco01,0.1860465116279069,0.45,0.4782608695652173
0.336862635831708,0.308,0.653061224489796,0.1034482758620689,0.1999999999999999,0.2004889975550122,0.587360594795539,dinwisp01,0.0930232558139534,0.25,0.5434782608695653
0.3252509652509653,0.381,0.4489795918367347,0.1724137931034483,0.219047619047619,0.2249388753056235,0.7472118959107809,walkeke02,0.1162790697674418,0.4,0.4130434782608696
0.3351600448374644,0.352,0.1428571428571428,0.6896551724137931,0.6476190476190475,0.2298288508557459,0.6263940520446097,porzikr01,0.3953488372093023,0.3,0.3043478260869565
0.4688134378856031,0.382,0.173469387755102,0.1379310344827586,0.419047619047619,0.3618581907090464,0.4869888475836431,brownja02,0.2325581395348837,0.5,0.4347826086956522
0.3252509652509651,0.414,0.173469387755102,0.0344827586206896,0.2476190476190476,0.2787286063569684,0.8197026022304833,bogdabo02,0.1162790697674418,0.2,0.5000000000000001
0.3531765531765535,0.244,0.5714285714285715,0.2068965517241379,0.3714285714285713,0.2982885085574572,0.6914498141263942,butleji01,0.3953488372093023,0.85,0.4347826086956522
0.6050055157198014,0.314,0.6734693877551021,0.2068965517241379,0.6285714285714284,0.4767726161369191,0.6598513011152417,jokicni01,0.511627906976744,0.5499999999999999,0.6304347826086958
0.5656538526103744,0.4029999999999999,0.1122448979591836,0.1724137931034483,0.219047619047619,0.4963325183374084,0.6635687732342007,warretj01,0.2093023255813953,0.5499999999999999,0.2391304347826087
0.4330816277718935,0.367,0.2857142857142858,0.2068965517241379,0.4761904761904761,0.3374083129584352,0.6394052044609665,harrito02,0.2093023255813953,0.3,0.2608695652173913
0.4617760617760619,0.3389999999999999,0.326530612244898,0.2758620689655173,0.7333333333333332,0.3520782396088019,0.5985130111524165,vucevni01,0.511627906976744,0.4,0.2608695652173913
0.4081814990905902,0.277,0.2755102040816327,0.1034482758620689,0.6190476190476191,0.3105134474327627,0.5037174721189591,randlju01,0.5348837209302324,0.35,0.6086956521739131
0.4205831447210756,0.352,0.7244897959183674,0.1379310344827586,0.3428571428571428,0.2029339853300734,0.7342007434944239,lowryky01,0.1162790697674418,0.6499999999999999,0.6304347826086958
0.3173745173745174,0.394,0.2653061224489796,0.0689655172413793,0.2761904761904761,0.2347188264058678,0.7137546468401487,hieldbu01,0.1627906976744186,0.4,0.4565217391304347
0.4001501501501502,0.353,0.6428571428571429,0.2758620689655173,0.2476190476190476,0.2982885085574572,0.4591078066914499,holidjr01,0.2790697674418604,0.75,0.6086956521739131
0.4116751089228153,0.347,0.2959183673469388,0.2413793103448276,0.4095238095238095,0.3374083129584352,0.6412639405204462,gilgesh01,0.1395348837209302,0.5,0.3695652173913043
0.4286896225671736,0.385,0.3673469387755103,0.0689655172413793,0.2285714285714285,0.3325183374083128,0.7007434944237919,schrode01,0.0465116279069767,0.3,0.5217391304347827
0.4191119691119694,0.389,0.2040816326530612,0.5517241379310346,0.438095238095238,0.3911980440097798,0.6784386617100372,aldrila01,0.4186046511627906,0.3,0.2608695652173913
0.3135008544844612,0.405,0.1530612244897959,0.0344827586206896,0.3523809523809523,0.2567237163814181,0.8011152416356876,gallida01,0.0930232558139534,0.3,0.217391304347826
0.4177357080582887,0.352,0.1122448979591836,0.2413793103448276,0.419047619047619,0.2909535452322739,0.591078066914498,oubreke01,0.255813953488372,0.6,0.2826086956521739
0.6202426916712632,0.0,0.1326530612244898,0.3793103448275862,0.3428571428571428,0.6039119804400978,0.3643122676579925,harremo01,0.5813953488372092,0.25,0.3260869565217391
0.538977753263468,0.254,0.4693877551020409,0.1724137931034483,0.8095238095238095,0.5061124694376528,0.4851301115241634,sabondo01,0.6744186046511627,0.35,0.5434782608695653
0.4617760617760619,0.399,0.2857142857142858,0.0689655172413793,0.1333333333333333,0.3276283618581906,0.6617100371747212,fournev01,0.0465116279069767,0.5,0.3695652173913043
0.4160331170640451,0.346,0.4489795918367347,0.1034482758620689,0.219047619047619,0.3007334963325184,0.7788104089219329,murraja01,0.1627906976744186,0.5,0.4347826086956522
0.2431225868725869,0.352,0.5306122448979592,0.0689655172413793,0.1619047619047619,0.2078239608801956,0.7416356877323419,willilo02,0.0930232558139534,0.3,0.5652173913043479
0.0777992277992279,0.373,0.7244897959183674,0.0689655172413793,0.1714285714285714,0.1198044009779951,0.6654275092936802,grahade01,0.1395348837209302,0.45,0.5869565217391305
0.4603772390657638,0.306,0.5306122448979592,0.1034482758620689,0.0952380952380952,0.3838630806845965,0.7602230483271374,rosede01,0.0930232558139534,0.35,0.5000000000000001
0.2203597325548546,0.407,0.3775510204081633,0.0689655172413793,0.2571428571428571,0.2200488997555011,0.7657992565055763,roziete01,0.1627906976744186,0.45,0.4347826086956522
0.4104281272422864,0.335,0.7040816326530612,0.1034482758620689,0.2095238095238095,0.3520782396088019,0.5836431226765798,moranja01,0.1627906976744186,0.4,0.673913043478261
0.4928044928044929,0.143,0.2346938775510204,0.5517241379310346,0.942857142857143,0.4889975550122248,0.2100371747211894,drumman01,1.0,0.8999999999999999,0.7391304347826089
0.2034853386204739,0.39,0.6326530612244898,0.1034482758620689,0.238095238095238,0.1955990220048898,0.7174721189591077,vanvlfr01,0.0465116279069767,0.8999999999999999,0.4347826086956522
0.4617760617760619,0.374,0.2857142857142858,0.1034482758620689,0.7523809523809524,0.2860635696821515,0.7286245353159851,loveke01,0.2093023255813953,0.25,0.5000000000000001
0.49834528405957,0.365,0.6428571428571429,0.0689655172413793,0.3523809523809523,0.3814180929095353,0.8271375464684015,paulch01,0.0697674418604651,0.75,0.4565217391304347
0.515569917743831,0.383,0.3775510204081633,0.1379310344827586,0.4476190476190474,0.4083129584352077,0.7304832713754646,haywago01,0.2325581395348837,0.3,0.3478260869565218
0.5101711519621969,0.394,0.1020408163265306,0.5517241379310346,0.2571428571428571,0.3325183374083128,0.5297397769516728,jacksja02,0.2093023255813953,0.3,0.3260869565217391
0.2569884169884172,0.408,0.1020408163265306,0.1724137931034483,0.3047619047619047,0.2567237163814181,0.671003717472119,morrima03,0.2093023255813953,0.35,0.3043478260869565
0.3360292623450519,0.326,0.6836734693877551,0.0689655172413793,0.2952380952380952,0.2567237163814181,0.7992565055762083,brogdma01,0.1860465116279069,0.25,0.4782608695652173
0.5916561314791401,0.286,0.7755102040816327,0.2068965517241379,0.4666666666666665,0.6039119804400978,0.2955390334572491,simmobe01,0.441860465116279,1.0,0.7173913043478262
0.2342342342342344,0.358,0.173469387755102,0.1379310344827586,0.1428571428571428,0.1809290953545232,0.6431226765799255,brookdi01,0.1860465116279069,0.4,0.3260869565217391
0.3764478764478766,0.367,0.4795918367346939,0.0689655172413793,0.1714285714285714,0.2640586797066014,0.5836431226765798,dragigo01,0.0930232558139534,0.3,0.4782608695652173
0.5828870344999378,0.399,0.1428571428571428,0.1379310344827586,0.219047619047619,0.3960880195599022,0.7081784386617099,powelno01,0.0930232558139534,0.5499999999999999,0.2826086956521739
0.5423637923637924,0.143,0.4795918367346939,0.4482758620689656,0.657142857142857,0.5476772616136919,0.4256505576208177,adebaba01,0.5348837209302324,0.5,0.5652173913043479
0.3039994172069648,0.3979999999999999,0.1530612244897959,0.0344827586206896,0.1904761904761904,0.2469437652811735,0.6635687732342007,hardati02,0.0697674418604651,0.25,0.1739130434782609
0.6718146718146719,0.5710000000000001,0.0816326530612245,1.0,0.8380952380952379,0.7041564792176039,0.4163568773234199,whiteha01,0.8837209302325579,0.15,0.3478260869565218
0.2779922779922777,0.424,0.1326530612244898,0.2068965517241379,0.2857142857142857,0.2469437652811735,0.7249070631970261,bertada01,0.1162790697674418,0.3,0.1956521739130435
0.2431225868725871,0.385,0.1122448979591836,0.1724137931034483,0.3999999999999999,0.237163814180929,0.7118959107806692,anthoca01,0.255813953488372,0.35,0.3260869565217391
0.5058782699232142,0.385,0.1020408163265306,0.2758620689655173,0.4952380952380951,0.4376528117359414,0.4758364312267656,ibakase01,0.4651162790697674,0.2,0.391304347826087
0.4092664092664094,0.35,0.2959183673469388,0.0689655172413793,0.1428571428571428,0.2591687041564791,0.7211895910780669,nunnke01,0.0465116279069767,0.35,0.3260869565217391
0.277992277992278,0.4529999999999999,0.163265306122449,0.0689655172413793,0.1428571428571428,0.2933985330073348,0.7992565055762083,redicjj01,0.0232558139534883,0.0999999999999999,0.2391304347826087
0.4564430501930502,0.368,0.1530612244897959,0.0689655172413793,0.0952380952380952,0.295843520782396,0.695167286245353,clarkjo01,0.1395348837209302,0.25,0.2608695652173913
0.4238524238524238,0.372,0.3061224489795919,0.0689655172413793,0.1999999999999999,0.2616136919315402,0.5185873605947954,bogdabo01,0.0697674418604651,0.45,0.3260869565217391
0.8759299369055468,0.0,0.1122448979591836,0.6896551724137931,0.8761904761904761,0.8801955990220048,0.312267657992565,goberru01,0.7674418604651161,0.35,0.3695652173913043
0.3598255026826459,0.375,0.3367346938775511,0.1724137931034483,0.3904761904761904,0.2860635696821515,0.566914498141264,bartowi01,0.2790697674418604,0.5,0.2826086956521739
0.2301709873138447,0.385,0.2551020408163266,0.1034482758620689,0.2476190476190476,0.2078239608801956,0.7899628252788103,burksal01,0.1395348837209302,0.4,0.2608695652173913
0.472442084942085,0.344,0.5102040816326532,0.1379310344827586,0.2857142857142857,0.3471882640586797,0.6096654275092938,bledser01,0.1395348837209302,0.4,0.4782608695652173
0.6654626977207626,0.352,0.1530612244897959,0.3793103448275862,0.6952380952380951,0.6161369193154035,0.5167286245353159,valanjo01,0.6744186046511627,0.15,0.3478260869565218
0.3997191997191994,0.344,0.1122448979591836,0.1724137931034483,0.3999999999999999,0.2249388753056235,0.6728624535315987,markkla01,0.255813953488372,0.35,0.3043478260869565
0.274054054054054,0.351,0.0816326530612245,0.1034482758620689,0.1999999999999999,0.1711491442542786,0.7267657992565054,rosste01,0.0232558139534883,0.5,0.1739130434782609
0.393981065213942,0.381,0.1836734693877551,0.0689655172413793,0.2857142857142857,0.3105134474327627,0.6301115241635685,barneha02,0.2325581395348837,0.25,0.217391304347826
0.4928044928044929,0.424,0.173469387755102,0.0689655172413793,0.238095238095238,0.3740831295843522,0.4776951672862454,harrijo01,0.1860465116279069,0.25,0.2826086956521739
0.3466822304031606,0.308,0.3367346938775511,0.2068965517241379,0.4761904761904761,0.2542787286063571,0.3940520446096655,gordoaa01,0.3720930232558139,0.35,0.3043478260869565
0.2013005486689697,0.32,0.2244897959183674,0.1034482758620689,0.3047619047619047,0.1687041564792176,0.2825278810408921,barrerj01,0.1860465116279069,0.45,0.4347826086956522
0.5119691119691122,0.287,0.173469387755102,0.0689655172413793,0.219047619047619,0.4009779951100244,0.5799256505576208,pascher01,0.3023255813953487,0.2,0.3043478260869565
0.3764478764478766,0.341,0.2551020408163266,0.2413793103448276,0.1428571428571428,0.237163814180929,0.6449814126394052,richajo01,0.1395348837209302,0.4,0.3695652173913043
0.2715361731755178,0.389,0.1836734693877551,0.0689655172413793,0.2761904761904761,0.2322738386308068,0.7583643122676579,herroty01,0.0465116279069767,0.25,0.3043478260869565
0.7255177255177264,0.446,0.1020408163265306,0.1034482758620689,0.1999999999999999,0.334963325183374,0.8717472118959108,robindu01,0.0,0.2,0.1739130434782609
0.2164575289575291,0.354,0.2346938775510204,0.0344827586206896,0.2095238095238095,0.1491442542787285,0.611524163568773,whiteco01,0.0697674418604651,0.35,0.3260869565217391
0.7018519730384137,0.386,0.0612244897959183,0.3103448275862069,0.3523809523809523,0.5721271393643031,0.5241635687732343,woodch01,0.3720930232558139,0.2,0.2608695652173913
0.2186491775532874,0.361,0.8571428571428573,0.0689655172413793,0.2952380952380952,0.2004889975550122,0.7453531598513011,rubiori01,0.1395348837209302,0.6499999999999999,0.5434782608695653
0.3398786541643687,0.33,0.1428571428571428,0.2413793103448276,0.3142857142857143,0.2224938875305623,0.6449814126394052,bridgmi02,0.3023255813953487,0.25,0.2826086956521739
0.1631274131274133,0.347,0.4591836734693879,0.1724137931034483,0.2095238095238095,0.1026894865525672,0.695167286245353,smartma01,0.1395348837209302,0.7999999999999999,0.3260869565217391
0.4355212355212358,0.316,0.0918367346938775,0.1379310344827586,0.2571428571428571,0.2518337408312959,0.5074349442379181,kuzmaky01,0.1860465116279069,0.2,0.2826086956521739
0.3066339066339066,0.356,0.2346938775510204,0.0344827586206896,0.3142857142857143,0.2053789731051346,0.7639405204460966,leeda03,0.1395348837209302,0.45,0.2608695652173913
0.677606177606178,0.335,0.0918367346938775,0.4482758620689656,0.4571428571428571,0.2176039119804401,0.62453531598513,covinro01,0.1860465116279069,0.75,0.2826086956521739
0.4404440154440158,0.452,0.1530612244897959,0.0344827586206896,0.0857142857142857,0.3960880195599022,0.674721189591078,curryse01,0.0697674418604651,0.25,0.1739130434782609
0.2484555984555986,0.355,0.1428571428571428,0.1034482758620689,0.2761904761904761,0.1882640586797065,0.5613382899628253,huntede01,0.1395348837209302,0.3,0.3043478260869565
0.1882239382239384,0.355,0.3571428571428572,0.0344827586206896,0.0476190476190475,0.1662591687041564,0.7676579925650558,garlada01,0.0930232558139534,0.3,0.5217391304347827
0.3764478764478766,0.374,0.173469387755102,0.2758620689655173,0.3333333333333333,0.2982885085574572,0.3438661710037175,washipj01,0.2093023255813953,0.4,0.3043478260869565
0.2458435111496338,0.38,0.3469387755102041,0.1724137931034483,0.238095238095238,0.1955990220048898,0.6802973977695167,huertke01,0.1162790697674418,0.4,0.3043478260869565
0.4055370305370308,0.267,0.4795918367346939,0.0689655172413793,0.1714285714285714,0.3227383863080685,0.4981412639405204,fultzma01,0.1162790697674418,0.6,0.391304347826087
0.4462618462618463,0.344,0.0816326530612245,0.7241379310344829,0.4095238095238095,0.3031784841075794,0.5371747211895909,turnemy01,0.3023255813953487,0.3,0.2608695652173913
0.1631274131274133,0.3389999999999999,0.1428571428571428,0.1379310344827586,0.4095238095238095,0.1051344743276284,0.62453531598513,princta02,0.1627906976744186,0.4,0.391304347826087
0.7675353925353919,0.359,0.1020408163265306,0.2758620689655173,0.3333333333333333,0.6968215158924204,0.5520446096654276,clarkbr01,0.3488372093023256,0.25,0.1521739130434783
0.416866490550701,0.391,0.173469387755102,0.3103448275862069,0.5047619047619047,0.4376528117359414,0.2843866171003716,thomptr01,0.9069767441860463,0.25,0.3478260869565218
0.4712569712569713,0.389,0.0816326530612245,0.2758620689655173,0.1714285714285714,0.3545232273838631,0.5353159851301116,grantje01,0.1627906976744186,0.3,0.1521739130434783
0.5019305019305019,0.314,0.1122448979591836,0.8275862068965517,0.2666666666666667,0.2493887530562347,0.695167286245353,lopezbr01,0.1860465116279069,0.3,0.1739130434782609
0.4164454633204634,0.35,0.3673469387755103,0.3103448275862069,0.419047619047619,0.2860635696821515,0.5594795539033456,horfoal01,0.3255813953488372,0.35,0.217391304347826
0.2651502434111134,0.375,0.6734693877551021,0.2068965517241379,0.3904761904761904,0.1711491442542786,0.1933085501858736,balllo01,0.2325581395348837,0.6499999999999999,0.6304347826086958
0.4780290494576208,0.391,0.1122448979591836,0.1034482758620689,0.1999999999999999,0.3740831295843522,0.7397769516728624,robingl02,0.2790697674418604,0.4,0.1521739130434783
0.4617760617760619,0.382,0.1428571428571428,0.0344827586206896,0.0380952380952381,0.2396088019559902,0.7509293680297396,millspa02,0.0465116279069767,0.35,0.1304347826086956
0.4581450751663524,0.419,0.2448979591836735,0.2068965517241379,0.3714285714285713,0.3618581907090464,0.6672862453531597,bjeline01,0.3255813953488372,0.4,0.2608695652173913
0.4025687495075251,0.366,0.3163265306122449,0.3103448275862069,0.1809523809523809,0.3056234718826406,0.7267657992565054,whitede01,0.0930232558139534,0.25,0.2391304347826087
0.2964527027027032,0.3879999999999999,0.1326530612244898,0.0,0.0857142857142857,0.2053789731051346,0.6895910780669144,forbebr01,0.0232558139534883,0.2,0.1521739130434783
0.2947506777294012,0.3879999999999999,0.1020408163265306,0.0344827586206896,0.1428571428571428,0.2249388753056235,0.6617100371747212,beaslma01,0.0465116279069767,0.3,0.1739130434782609
0.7899613899613899,0.0,0.1224489795918367,0.4482758620689656,0.5333333333333333,0.7726161369193155,0.3178438661710036,allenja01,0.6976744186046511,0.25,0.1956521739130435
0.5592939878654165,0.24,0.1122448979591836,0.1379310344827586,0.3238095238095237,0.4669926650366748,0.4089219330855019,zelleco01,0.6279069767441858,0.3,0.2391304347826087
0.3480051480051479,0.383,0.2040816326530612,0.0689655172413793,0.1999999999999999,0.2542787286063571,0.3866171003717472,osmande01,0.1162790697674418,0.35,0.2608695652173913
0.3444498069498073,0.369,0.3775510204081633,0.1034482758620689,0.3714285714285713,0.3154034229828851,0.62453531598513,murrade01,0.2093023255813953,0.7999999999999999,0.3695652173913043
0.3090835196098357,0.367,0.4591836734693879,0.1379310344827586,0.1809523809523809,0.2787286063569684,0.4814126394052044,smithis01,0.0697674418604651,0.4,0.2608695652173913
0.2748667034381323,0.368,0.4897959183673471,0.1034482758620689,0.0952380952380952,0.2518337408312959,0.7639405204460966,teaguje01,0.0930232558139534,0.3,0.391304347826087
0.6122231253810203,0.3329999999999999,0.1938775510204081,0.3793103448275862,0.4857142857142856,0.6332518337408314,0.2230483271375464,adamsst01,0.7441860465116277,0.35,0.2826086956521739
0.4221594043022615,0.336,0.1326530612244898,0.1724137931034483,0.3428571428571428,0.2762836185819072,0.7806691449814126,gayru01,0.1860465116279069,0.2,0.2391304347826087
0.5433943260030215,0.357,0.1530612244897959,0.0689655172413793,0.3523809523809523,0.3496332518337409,0.7100371747211897,saricda01,0.3255813953488372,0.25,0.2391304347826087
0.5592939878654167,0.39,0.1224489795918367,0.2413793103448276,0.3047619047619047,0.4205378973105135,0.4535315985130109,anunoog01,0.255813953488372,0.6499999999999999,0.1956521739130435
0.4749034749034752,0.3429999999999999,0.2142857142857143,0.1379310344827586,0.3999999999999999,0.1662591687041564,0.5836431226765798,crowdja01,0.1627906976744186,0.5,0.1956521739130435
0.2074014715524154,0.332,0.1122448979591836,0.1724137931034483,0.2095238095238095,0.1246943765281173,0.6319702602230483,reddica01,0.1162790697674418,0.5,0.3260869565217391
0.2095014268927316,0.348,0.4285714285714286,0.0,0.0857142857142857,0.1613691931540342,0.7955390334572491,augusdj01,0.0697674418604651,0.25,0.2826086956521739
0.5471042471042474,0.363,0.0918367346938775,0.1724137931034483,0.2285714285714285,0.2298288508557459,0.6486988847583642,houseda01,0.1860465116279069,0.5,0.1521739130434783
0.3364502895752898,0.341,0.2244897959183674,0.0344827586206896,0.3333333333333333,0.2591687041564791,0.5985130111524165,browntr01,0.2325581395348837,0.5499999999999999,0.1956521739130435
0.3066339066339064,0.3329999999999999,0.173469387755102,0.1034482758620689,0.1428571428571428,0.2127139364303177,0.6561338289962825,harriga01,0.0930232558139534,0.6499999999999999,0.1956521739130435
0.3376623376623379,0.329,0.2142857142857143,0.1724137931034483,0.1999999999999999,0.1100244498777505,0.637546468401487,templga01,0.0930232558139534,0.35,0.1739130434782609
0.4438122332859174,0.317,0.4387755102040817,0.0689655172413793,0.1428571428571428,0.1931540342298289,0.6728624535315987,napiesh01,0.0930232558139534,0.5499999999999999,0.4565217391304347
0.3981414828872457,0.356,0.1428571428571428,0.1379310344827586,0.2476190476190476,0.2811735941320293,0.2249070631970259,youngth01,0.3255813953488372,0.6499999999999999,0.3043478260869565
0.5186615186615186,0.435,0.0714285714285714,0.0344827586206896,0.1142857142857143,0.3789731051344743,0.6802973977695167,mcderdo01,0.0697674418604651,0.05,0.0869565217391304
0.3764478764478768,0.399,0.1122448979591836,0.0689655172413793,0.0857142857142857,0.2493887530562347,0.7379182156133829,gallola01,0.0930232558139534,0.3,0.0869565217391304
0.4749034749034749,0.284,0.173469387755102,0.1034482758620689,0.1428571428571428,0.2469437652811735,0.6654275092936802,monkma01,0.0930232558139534,0.2,0.2608695652173913
0.3554655357934045,0.358,0.1122448979591836,0.1034482758620689,0.2857142857142857,0.2860635696821515,0.5594795539033456,portibo01,0.255813953488372,0.2,0.1956521739130435
0.5592939878654172,0.342,0.1326530612244898,0.1379310344827586,0.4476190476190474,0.2200488997555011,0.5148698884758366,hartjo01,0.1860465116279069,0.45,0.217391304347826
0.7160192262233077,0.352,0.1836734693877551,0.1379310344827586,0.4285714285714286,0.4841075794621027,0.3977695167286245,nancela02,0.4186046511627906,0.45,0.1956521739130435
0.8687258687258687,0.4,0.0408163265306122,0.0689655172413793,0.0952380952380952,0.2713936430317848,0.5278810408921931,mclembe01,0.0465116279069767,0.25,0.108695652173913
0.3764478764478766,0.335,0.1836734693877551,0.1034482758620689,0.1809523809523809,0.2665036674816626,0.4851301115241634,porteke02,0.0697674418604651,0.4,0.3695652173913043
0.3290433290433291,0.322,0.5102040816326532,0.0344827586206896,0.1714285714285714,0.237163814180929,0.7695167286245351,satorto01,0.255813953488372,0.5499999999999999,0.391304347826087
0.3764478764478766,0.399,0.4897959183673471,0.0689655172413793,0.2476190476190476,0.273838630806846,0.604089219330855,inglejo01,0.0697674418604651,0.4,0.391304347826087
0.3323126081746775,0.402,0.0714285714285714,0.0689655172413793,0.1142857142857143,0.237163814180929,0.5446096654275093,korkmfu01,0.0465116279069767,0.25,0.1304347826086956
0.9706977385548812,0.0,0.0204081632653061,0.6896551724137931,0.2952380952380952,1.0,0.1970260223048326,robinmi01,0.6744186046511627,0.4,0.0869565217391304
0.3764478764478766,0.386,0.0918367346938775,0.1034482758620689,0.2095238095238095,0.2689486552567236,0.5836431226765798,morrima02,0.1395348837209302,0.2,0.2391304347826087
0.5828870344999374,0.376,0.1224489795918367,0.1724137931034483,0.2666666666666667,0.3251833740831297,0.4832713754646841,finnedo01,0.441860465116279,0.25,0.1739130434782609
0.1795366795366796,0.394,0.3061224489795919,0.0689655172413793,0.1047619047619047,0.198044009779951,0.7230483271375464,holidaa01,0.0465116279069767,0.35,0.2391304347826087
0.5270270270270269,0.46,0.2755102040816327,0.0344827586206896,0.1238095238095238,0.4474327628361859,0.7063197026022304,hillge01,0.1627906976744186,0.35,0.1739130434782609
0.5111765901239586,0.385,0.1224489795918367,0.0689655172413793,0.0571428571428571,0.3276283618581906,0.5817843866171003,caldwke01,0.1162790697674418,0.35,0.1521739130434783
0.5252761066714556,0.422,0.0408163265306122,0.1724137931034483,0.2476190476190476,0.4303178484107578,0.6895910780669144,portemi01,0.255813953488372,0.2,0.1521739130434783
0.6412594860870723,0.205,0.1530612244897959,0.3793103448275862,0.3238095238095237,0.5183374083129585,0.570631970260223,chrisma01,0.4186046511627906,0.3,0.2391304347826087
0.3764478764478759,0.375,0.1530612244897959,0.0689655172413793,0.0857142857142857,0.1735941320293398,0.7304832713754646,shamela01,0.0,0.15,0.1304347826086956
0.702702702702703,0.3329999999999999,0.1326530612244898,0.4482758620689656,0.3333333333333333,0.569682151589242,0.5594795539033456,theisda01,0.4883720930232558,0.25,0.1304347826086956
0.5044401544401546,0.336,0.1938775510204081,0.1034482758620689,0.2761904761904761,0.2982885085574572,0.5037174721189591,divindo01,0.2093023255813953,0.6,0.2608695652173913
0.3531765531765535,0.299,0.1326530612244898,0.2068965517241379,0.1333333333333333,0.1735941320293398,0.0,culveja01,0.2325581395348837,0.4,0.2391304347826087
0.6718146718146719,0.361,0.1428571428571428,0.2068965517241379,0.2095238095238095,0.432762836185819,0.7100371747211897,bridgmi01,0.1860465116279069,0.6499999999999999,0.1739130434782609
0.6718146718146717,0.373,0.0816326530612245,0.3793103448275862,0.2666666666666667,0.3129584352078239,0.7193308550185874,klebima01,0.3255813953488372,0.0999999999999999,0.1304347826086956
0.3764478764478766,0.378,0.3163265306122449,0.0689655172413793,0.0571428571428571,0.3080684596577016,0.7081784386617099,morrimo01,0.0465116279069767,0.35,0.108695652173913
0.7111969111969111,0.143,0.1224489795918367,0.3103448275862069,0.5428571428571427,0.6943765281173594,0.1877323420074349,favorde01,0.7209302325581395,0.25,0.1956521739130435
