ID,FGM,FGA,FG_pc,3PM,3PA,3P_pc,FTM,FTA,FT_pc,OREB,DREB,REB,AST,STL,BLK,TOV,2PA,2PM,2P_pc
inglejo01,0.23469387755102034,0.2437810945273632,0.273838630806846,0.45454545454545453,0.3951612903225807,0.399,0.07070707070707072,0.07894736842105263,0.604089219330855,0.06976744186046512,0.2476190476190476,0.19858156028368795,0.4897959183673471,0.4,0.06896551724137932,0.391304347826087,0.11602209944751382,0.11827956989247312,0.3764478764478767
korkmfu01,0.23469387755102034,0.24875621890547264,0.23716381418092902,0.45454545454545453,0.3951612903225807,0.402,0.08080808080808083,0.08771929824561402,0.5446096654275093,0.04651162790697673,0.1142857142857143,0.08510638297872337,0.07142857142857145,0.25,0.06896551724137932,0.13043478260869568,0.12154696132596682,0.11827956989247312,0.33231260817467745
robinmi01,0.30612244897959173,0.13930348258706468,1.0,0.0,0.0,0.0,0.1111111111111111,0.17543859649122806,0.19702602230483268,0.6744186046511627,0.2952380952380952,0.4184397163120568,0.020408163265306117,0.4,0.6896551724137931,0.08695652173913043,0.27071823204419887,0.4086021505376345,0.9706977385548814
morrima02,0.2448979591836734,0.25373134328358216,0.2689486552567236,0.3409090909090909,0.31451612903225806,0.386,0.08080808080808083,0.09649122807017543,0.5836431226765798,0.1395348837209302,0.20952380952380953,0.19148936170212766,0.09183673469387757,0.2,0.10344827586206896,0.23913043478260873,0.18232044198895028,0.18279569892473121,0.3764478764478767
finnedo01,0.23469387755102034,0.22885572139303487,0.3251833740831297,0.36363636363636365,0.34677419354838707,0.376,0.08080808080808083,0.09649122807017543,0.4832713754646841,0.441860465116279,0.2666666666666667,0.3262411347517731,0.12244897959183676,0.25,0.1724137931034483,0.1739130434782609,0.13259668508287298,0.16129032258064518,0.5828870344999375
holidaa01,0.2448979591836734,0.28358208955223885,0.19804400977995107,0.29545454545454547,0.2661290322580645,0.394,0.08080808080808083,0.07894736842105263,0.7230483271375464,0.04651162790697673,0.10476190476190475,0.09219858156028367,0.3061224489795919,0.35000000000000003,0.06896551724137932,0.23913043478260873,0.24861878453038674,0.20430107526881724,0.17953667953667973
hillge01,0.22448979591836726,0.17910447761194034,0.44743276283618594,0.3181818181818182,0.24193548387096775,0.46,0.1111111111111111,0.11403508771929824,0.7063197026022304,0.16279069767441862,0.12380952380952381,0.13475177304964542,0.27551020408163274,0.35000000000000003,0.03448275862068966,0.1739130434782609,0.14917127071823208,0.17204301075268819,0.527027027027027
caldwke01,0.23469387755102034,0.22388059701492538,0.32762836185819066,0.29545454545454547,0.282258064516129,0.385,0.08080808080808083,0.09649122807017543,0.5817843866171003,0.11627906976744183,0.057142857142857134,0.07092198581560284,0.12244897959183676,0.35000000000000003,0.06896551724137932,0.1521739130434783,0.1712707182320442,0.19354838709677424,0.5111765901239587
portemi01,0.2448979591836734,0.20895522388059704,0.4303178484107578,0.25,0.21774193548387097,0.42200000000000004,0.08080808080808083,0.07894736842105263,0.6895910780669144,0.25581395348837205,0.2476190476190476,0.25531914893617025,0.040816326530612256,0.2,0.1724137931034483,0.1521739130434783,0.19889502762430938,0.22580645161290328,0.5252761066714557
chrisma01,0.2551020408163265,0.18407960199004977,0.5183374083129585,0.022727272727272728,0.0564516129032258,0.20500000000000002,0.17171717171717174,0.19298245614035087,0.570631970260223,0.4186046511627906,0.32380952380952377,0.3617021276595745,0.15306122448979592,0.3,0.37931034482758624,0.23913043478260873,0.2817679558011049,0.3440860215053764,0.6412594860870724
shamela01,0.1938775510204081,0.22885572139303487,0.17359413202933982,0.4772727272727273,0.4516129032258064,0.375,0.09090909090909091,0.08771929824561402,0.7304832713754646,0.0,0.08571428571428572,0.056737588652482254,0.15306122448979592,0.15000000000000002,0.06896551724137932,0.13043478260869568,0.06077348066298348,0.06451612903225809,0.37644787644787603
theisda01,0.26530612244897955,0.1890547263681592,0.569682151589242,0.11363636363636363,0.12096774193548387,0.33299999999999996,0.10101010101010102,0.12280701754385964,0.5594795539033456,0.48837209302325585,0.33333333333333337,0.3900709219858156,0.1326530612244898,0.25,0.4482758620689656,0.13043478260869568,0.24309392265193366,0.3118279569892474,0.7027027027027031
divindo01,0.2448979591836734,0.2437810945273632,0.29828850855745725,0.29545454545454547,0.29838709677419356,0.336,0.07070707070707072,0.07894736842105263,0.5037174721189591,0.20930232558139533,0.2761904761904761,0.2624113475177305,0.19387755102040816,0.6,0.10344827586206896,0.2608695652173913,0.18232044198895028,0.20430107526881724,0.5044401544401547
culveja01,0.26530612244897955,0.3084577114427861,0.17359413202933982,0.22727272727272727,0.282258064516129,0.299,0.06060606060606062,0.13157894736842105,0.0,0.23255813953488375,0.1333333333333333,0.16312056737588654,0.1326530612244898,0.4,0.20689655172413793,0.23913043478260873,0.26519337016574585,0.25806451612903236,0.3531765531765534
bridgmi01,0.23469387755102034,0.1890547263681592,0.432762836185819,0.22727272727272727,0.21774193548387097,0.36100000000000004,0.1111111111111111,0.11403508771929824,0.7100371747211897,0.18604651162790697,0.20952380952380953,0.20567375886524825,0.14285714285714288,0.6499999999999999,0.20689655172413793,0.1739130434782609,0.17679558011049723,0.22580645161290328,0.671814671814672
klebima01,0.21428571428571425,0.2039800995024876,0.31295843520782396,0.36363636363636365,0.34677419354838707,0.373,0.08080808080808083,0.07894736842105263,0.7193308550185874,0.3255813953488372,0.2666666666666667,0.29078014184397166,0.0816326530612245,0.09999999999999999,0.37931034482758624,0.13043478260869568,0.10497237569060777,0.13978494623655918,0.6718146718146718
morrimo01,0.2551020408163265,0.24875621890547264,0.3080684596577016,0.20454545454545453,0.1935483870967742,0.378,0.07070707070707072,0.07017543859649122,0.7081784386617099,0.04651162790697673,0.057142857142857134,0.056737588652482254,0.31632653061224497,0.35000000000000003,0.06896551724137932,0.10869565217391305,0.2596685082872928,0.25806451612903236,0.3764478764478767
favorde01,0.30612244897959173,0.1890547263681592,0.6943765281173594,0.0,0.008064516129032258,0.14300000000000002,0.050505050505050525,0.08771929824561402,0.18773234200743494,0.7209302325581395,0.5428571428571427,0.6170212765957448,0.12244897959183676,0.25,0.3103448275862069,0.19565217391304351,0.3204419889502762,0.4086021505376345,0.7111969111969112
mykhasv01,0.1938775510204081,0.21890547263681595,0.18826405867970653,0.4772727272727273,0.41129032258064513,0.40399999999999997,0.07070707070707072,0.07894736842105263,0.654275092936803,0.04651162790697673,0.06666666666666668,0.056737588652482254,0.15306122448979592,0.3,0.03448275862068966,0.19565217391304351,0.07734806629834258,0.06451612903225809,0.19360176503033633
