ID,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,Pos,Player
walkeke02,-0.1621653522382546,0.29286719105795944,-0.080368112122609,0.05545461067244892,-0.012716148859356678,0.09584295137826662,-0.013971971147654914,0.02085676965857362,-0.02454813794798406,0.02096699341172747,PG,Kemba Walker
porzikr01,0.34282272670717767,0.009801846133980175,0.21635720917159934,0.4946039759481031,0.05251377865479295,0.2388137190873608,0.038030985077632654,-0.09367024751299347,-0.07279363695448357,-0.015044293657245224,C,Kristaps Porzingis
brownja02,0.1544300150902456,0.12853736876660307,0.07511461426980952,-0.015632932265836126,0.04036600454924082,-0.11674461916011561,0.11363960103247633,-0.04855871191511763,0.10171866617960051,-0.06051619454093115,SG,Jaylen Brown
bogdabo02,-0.21363394303804,0.106178135792498,-0.1842156308608375,0.192241839605554,-0.0933573979212957,-0.048135672407452985,0.04179717088171468,0.007663830284551662,0.19970317219693415,-0.04790401098149447,SF,Bojan Bogdanovic
butleji01,0.17411874853788903,0.5680774108959775,0.12686303853682798,-0.03943098422932185,0.20090166551296676,-0.04249671168365324,-0.18479453922289305,0.10950370172983832,-0.07806653497116325,0.07430311724552191,SG,Jimmy Butler
jokicni01,0.5192153262713556,0.5695122621382307,-0.16866946176352185,0.06814199053679233,-0.05817493580530784,-0.10775549519755172,-0.03550326868740063,0.021159148747998006,-0.08360086668116157,0.07498470281852679,C,Nikola Jokic
warretj01,0.08711244593916459,-0.032035109427212355,-0.09300891070799766,-0.08085055409792993,0.28038598004556814,-0.058612248488528404,0.028904985415165594,0.06625046700901718,0.07088213801560621,-0.04616360951938731,SF,T.J. Warren
harrito02,0.08408190304974243,0.05393133119966206,-0.0458532171476767,0.15645452364021328,-0.018314290602439182,-0.0406614346385387,0.034428241957741725,-0.05661396590294105,-0.11358545344688387,-0.06743754689174201,SF-PF,Tobias Harris
vucevni01,0.4073811682462824,0.13668897390920656,0.07805781440289737,0.2930507529714486,-0.005491175805752593,-0.16361203291881432,-0.01040383271362343,-0.01517797576412956,-0.19553848097822857,0.01213642667146394,C,Nikola Vucevic
randlju01,0.3555453756836143,0.25649648165922484,0.09351947987307967,0.19840622948963968,-0.2287891364984201,-0.22401980392504275,-0.0036102968764892677,-0.01905392669368209,0.13002253385397797,0.044465682481530294,PF,Julius Randle
lowryky01,-0.02210523774749603,0.7009297523733832,-0.09637593849759939,-0.05968335651254563,0.015953864321655523,0.04980522932082185,-0.004818203040251634,-0.06432472498381044,-0.05745954039526202,0.06287484791863779,PG,Kyle Lowry
hieldbu01,-0.1425562396808189,0.21646511339130725,-0.027676854228346915,0.09271898027194131,-0.015798177114816774,-0.055389279729744216,0.02707866969105333,0.015704180042897916,0.10737123891488917,-0.0076799919599907784,SG,Buddy Hield
holidjr01,0.1802250560539738,0.5883488000899932,0.12286418071897227,-0.21442883690018621,0.02465439699653404,0.13853072887212178,0.02629830856370476,0.07191709247084349,-0.0009719316509842694,0.08790336387615874,SG,Jrue Holiday
gilgesh01,0.06393559043834171,0.20412053372053,0.01234485099832017,0.06040041240854934,0.10115010267571034,0.01585422738763575,0.02861795120864458,-0.06265010266956644,-0.016726209048159933,-0.09550561077051008,SG,Shai Gilgeous-Alexander
schrode01,-0.12592002210585607,0.22964746244248768,-0.20708782379853252,-0.011767134675664545,-0.09358792190420326,0.02338277925501094,0.06018589671935193,-0.042820189420019264,0.1000681267651216,-0.05535733951055266,SG,Dennis Schroder
aldrila01,0.2966928847429798,-0.03445720876497617,0.02136760628062087,0.3133763394402648,0.08119500920413869,0.19826775467682015,0.0009467744873710687,0.06844310590296111,-0.06002508353512079,0.01710505755270968,PF,LaMarcus Aldridge
gallida01,-0.2270299949662226,0.008493393458723941,-0.07374895569086785,0.19961805536996705,0.05212333679527048,-0.13318349079555056,0.011142891008593434,-0.01578513787130776,-0.02128043320789015,-0.09425809836917996,SF,Danilo Gallinari
oubreke01,0.11005982750944988,0.08337337241138615,0.16586053446312563,0.07973234612807346,0.21668244087550384,-0.07670789459769659,0.024172493416816453,-0.03686758074029121,0.03376761976368398,-0.03346048652490405,SF,Kelly Oubre Jr.
harremo01,0.5812788505293406,-0.21397705111463433,0.028341888620598728,-0.051509936836948024,-0.12750876532476021,0.049444250720035304,-0.25870677023764393,0.005940221972384877,0.1106840388085463,0.0007011324463328746,C,Montrezl Harrell
sabondo01,0.6659796850998402,0.30888090517406785,-0.018638745120430383,0.19976209391731053,-0.24343148279633167,-0.2540879397037319,-0.037984103937127374,0.016972763235485133,-0.07563004233981772,0.012771872227429953,PF,Domantas Sabonis
fournev01,-0.15477198552051752,0.15915656280747925,-0.1014652826598444,-0.13807167686789792,0.11641477751267378,-0.006015116935637802,0.04674442763337903,-0.0004791176376239096,0.07252810307826672,-0.021865608754949778,SG,Evan Fournier
murraja01,-0.08824689020201398,0.3322185380836064,-0.13875804675665568,-0.01632158526761959,0.06543371815221082,0.005143206696147014,-0.05935878865831373,0.03442404756918152,0.012033251204580145,0.0315547978058681,SG,Jamal Murray
willilo02,-0.2495648265269241,0.3909166400110031,-0.1296759391855232,0.03399281134202611,-0.19841386789616064,0.09473011031022309,-0.03286963903375957,0.04386603532300263,0.05682837841107404,0.01092908826646962,SG,Lou Williams
grahade01,-0.2812098248080005,0.6137892603649978,0.04211377354471354,-0.008132760730630849,-0.2354870274692108,0.11555378799618399,-0.04212318774021319,0.13591472938555343,-0.04750864578948168,0.041430594545491806,PG,Devonte' Graham
rosede01,-0.11185629574762948,0.30438260173562015,-0.28883056511584704,-0.11185010255379654,-0.06727154767601184,0.1143188315270417,-0.07912742393994006,0.03522300363294615,0.04338259906888824,0.008060416659043444,PG,Derrick Rose
roziete01,-0.20478355961305414,0.32041484122975455,-0.012245345826427558,0.10561898349977956,-0.007171114388570721,-0.027337416463378485,-0.011055272522010455,0.09071629687346175,0.03401420272468296,-0.01343371222410532,PG,Terry Rozier
moranja01,0.02104258504864841,0.5247011522204322,-0.17555389912906522,-0.15760543429886553,-0.23097402015852783,0.10714629505576782,0.007814798718563862,0.037319466370111944,0.02169632322322605,0.02484259269424745,PG,Ja Morant
drumman01,1.1553307606173935,0.4654385648526577,0.5458822092720932,0.1804873677441528,0.06068502667258076,-0.1641650046079155,-0.06539049640078967,0.043509231451324286,0.18081702506911881,0.06860005996454016,C,Andre Drummond
vanvlfr01,-0.21022262500210395,0.677916079687723,0.12681038742674075,-0.13713810889558423,0.23189044801925232,0.020104048866742896,-0.032889577808091715,0.08568747122943474,-0.10568580625627998,-0.03859988230620728,SG,Fred VanVleet
loveke01,0.15889618275642506,0.24093508975313171,-0.11865959672820127,0.3443498236341419,-0.1216486368929644,-0.2075403394803604,0.10291600942287113,-0.20822469489929435,-0.01797626166416157,-0.10765913480209136,PF,Kevin Love
paulch01,-0.008302521250761844,0.594113616954592,-0.19977449270470546,-0.11504884543332963,0.22355483062877451,-0.06217542928101383,-0.03464378614845166,-0.014105654477012048,-0.1167500474625738,-0.049855698825390704,PG,Chris Paul
haywago01,0.11154570215268275,0.14829318954906026,-0.2108653148531314,0.12223060960118946,-0.024627666200550208,-0.07482433390588543,0.02105780752451558,-0.022459950093885836,-0.08472156997504558,-0.03506804324902981,SF,Gordon Hayward
jacksja02,0.17490551941273175,-0.11964984339212781,0.04333740567986831,0.10436691767950973,0.08366687611386593,0.2993117290785259,0.10847435026730788,-0.06792011971962693,0.07583323728107856,0.01670484587270383,PF,Jaren Jackson Jr.
morrima03,-0.1090502478208408,0.008546973001509323,0.08175109332129141,0.18435520145512155,0.031054354347659834,-0.026162153449123548,0.03372039773253845,0.055105244903311694,0.07907290525377322,-0.052143325177673776,SF-PF,Marcus Morris Sr.
brogdma01,-0.11799048000746142,0.41986391952783364,-0.23818909757958787,0.08833391283457981,-0.2263930621622877,0.0398302190287408,-0.09121618374537874,0.036277989188589765,-0.12639530128871437,0.046026263210166646,SG,Malcolm Brogdon
simmobe01,0.6293972477548175,0.7748503807279428,0.09291496673148107,-0.41972481168537507,0.07582547233821069,-0.058344603615842386,0.02188519505634018,0.10306804687840368,-0.02948769638507494,-0.010642116927139003,PG,Ben Simmons
brookdi01,-0.21689691133271047,0.06535620333490229,0.11371760602763137,0.059349481500620485,0.01232349507806159,0.027409014604553448,-0.029111728277503624,0.0725281550515399,0.10290072977859319,0.025388682789191784,SG,Dillon Brooks
dragigo01,-0.14460317245476356,0.254392829501294,-0.1091880776638132,-0.09215594528094857,-0.18461195683761877,0.06120859104766816,0.03773024484219655,-0.0023737220520044073,0.012768713343848218,0.014533244477981386,PG,Goran Dragic
powelno01,-0.023235747786703852,0.03714536791290418,-0.12149910633395651,-0.08009428391553593,0.27883175887944095,-0.052019670234113066,0.04845223219683303,-0.04102749074098352,0.07602060092777108,-0.033856957112446004,SG,Norman Powell
adebaba01,0.6979097057633499,0.3354589290186741,0.06569028315787288,0.05880178076064414,-0.0950927946290909,0.0538394042845348,-0.10336520826014413,-0.0382468248432281,-0.03040124858313007,-0.054786869540108724,PF,Bam Adebayo
hardati02,-0.2861240064717435,-0.09187152336446516,-0.02614714326717995,0.055387286169556536,-0.01983643033391186,-0.05653535758181607,0.02145893850706202,0.02019593265217795,-0.015678419740163953,-0.05992082402098353,SG,Tim Hardaway Jr.
whiteha01,1.1304247816078938,-0.23841582500539663,0.056294457835984704,0.5503818088996302,0.013558835755899742,0.2926507726678208,0.2674289919550636,0.14604566613255227,-0.07131369120987688,0.051853465919914944,C,Hassan Whiteside
bertada01,-0.18492142788872534,-0.048111167491462076,0.019534567448733272,0.19592862259797394,0.06710754132023404,0.03045763207300402,0.03494000014596648,0.020642988854772216,-0.021577672970427224,-0.07108286994270135,PF,Davis Bertans
anthoca01,-0.06500748613874642,0.0543985963929934,0.09070023432414359,0.2691245070294315,0.019961308632246582,-0.06926205168638273,0.006853630038526909,0.034444269815071975,0.06687367696807905,-0.05178807148254416,SF,Carmelo Anthony
ibakase01,0.3632450363822229,-0.10285306954723808,0.011258577532549845,0.18640817511197497,-0.12900504051870734,-0.06097066742387351,0.09725012754231246,0.019362121035906198,0.08534051050109741,0.004034687665674008,PF,Serge Ibaka
nunnke01,-0.23126929642796576,0.10196964985215816,-0.1275008568234001,-0.032573189172392686,0.018917174736767288,0.01596714849725687,-0.01891300499859185,-0.02770938909322203,0.030963234106144485,-0.005464376003355986,PG,Kendrick Nunn
redicjj01,-0.35321776145238387,-0.10225768318863288,-0.1862915607262626,0.15786974213589502,-0.07267814856427109,0.03310264310180122,0.042820952930937094,0.05951002931045558,0.03272510210525744,-0.08851433882964543,SG,JJ Redick
clarkjo01,-0.19033807699071914,-0.09744550835388416,-0.14028829906746332,-0.009289978790353214,0.006598281425221445,-0.011483048227414187,-0.01212332922077677,0.01887772442952464,0.0836855686553683,0.040420705846653776,SG,Jordan Clarkson
bogdabo01,-0.1268538332554691,0.12331990909137087,0.01903840424115285,-0.1461054245695292,0.005590877367995993,-0.02321518265547383,0.06394260310063243,-0.04353918743231923,-0.0008387548506399027,-0.015417453777114523,SG,Bogdan Bogdanovic
goberru01,1.2504132914081154,-0.1747392126935457,0.005527321424125761,0.14625796952663142,0.01840886517268141,0.015881050532596634,-0.1601307559245454,-0.12917453130524675,-0.0004602733158268554,-0.14225996066282082,C,Rudy Gobert
bartowi01,0.06357375981294357,0.1762474410676903,0.10402441133327169,0.042048648629020566,0.040826166471667924,-0.061862453732807667,0.01354304471232621,0.0408860093576406,-0.09471746950777532,0.0005438878590972374,SG,Will Barton
burksal01,-0.250431682709397,0.1299266653996629,0.009017496284207564,0.15161289307351655,0.06463078564718058,-0.02619037425579855,-0.045666327351582485,0.06533632569671796,-0.017727032123034,-0.029576426883127796,SG,Alec Burks
bledser01,0.028294590027485394,0.31040279537649673,-0.13838850711840267,-0.08137170145334557,-0.08202097041173133,0.043929670646032266,0.02154162783179102,-0.03193789670683406,-0.029508843165422318,-0.00788977217943684,PG,Eric Bledsoe
valanjo01,0.7071045937192094,-0.14365603279757228,-0.10883231088894266,0.29246598019455833,-0.11571217229863129,-0.10457725124201686,0.04649599630884884,0.042033897407372234,-0.01839925200706243,0.013137853628363175,C,Jonas Valanciunas
markkla01,0.001600119262903065,0.007672411452115431,0.04711972916451104,0.19519269958087843,0.04062405473891636,-0.08511728386043574,0.001458654652561291,-0.061878167830248784,0.050802421035203285,0.012401696695794513,PF,Lauri Markkanen
rosste01,-0.3163659830996212,0.006229749224139649,0.10597395672092998,0.06073540202391374,0.20671624278160783,-0.04273964284251879,-0.02989891470548763,-0.03299884168056371,0.03282008570345131,-0.06981291676604706,SG,Terrence Ross
barneha02,-0.07262316965421589,-0.0739723142913055,-0.045143030458868826,0.08070135533973945,-0.048508724799795205,-0.09991803760382893,0.009090118944465642,0.03829091070296124,-0.021066695826380964,-0.005006502703243867,SF,Harrison Barnes
harrijo01,-0.0032346389996776863,-0.10425076131023991,-0.05864903976701113,-0.0720696313919748,-0.08491206469772852,-0.07250945762482257,0.12083318079230368,0.008379280238581074,0.032321310225430964,-0.015701711225467894,SG,Joe Harris
gordoaa01,0.18414355316875966,0.09946690006650515,0.19846283697578823,0.06919127562075446,-0.16537723022222206,-0.05619115570440408,0.012819849847793798,-0.00818171852665336,-0.11277200894768183,0.019025342422591386,SF,Aaron Gordon
barrerj01,-0.05252538616870556,0.1502366751713918,0.34589689760731285,-0.08381507662538316,-0.1764685422680921,-0.03954682243803861,0.08371080447390566,-0.022407083874092695,0.08879117152158496,-0.05420085948714545,SG,RJ Barrett
pascher01,0.052583776552783186,-0.11723929340128911,-0.1253079957589272,-0.014443168378868118,-0.11145710964629708,-0.0829204809760185,-0.05370141941851269,0.02789890381108651,0.08070144330297144,0.03035564621489795,PF,Eric Paschall
richajo01,-0.1134745194078458,0.10107604039490006,0.007708650113484186,0.002063748901190884,0.040275685434998765,0.1325338232984821,-0.013588935364855009,-0.00405973588078915,0.07878098337330555,0.034663304032956574,SG,Josh Richardson
herroty01,-0.2716721294797807,0.03876997581748104,-0.06486880143083013,0.16484435465005204,-0.03253642466153716,-0.034453598246615987,0.019799266863860986,-0.023729316631614636,0.03655542954956088,-0.09594459156211158,SG,Tyler Herro
robindu01,-0.16284849456205164,-0.1894821681295484,-0.3935333914138278,0.061912440388865675,0.1809758723280309,-0.03530010030691065,0.07936006884131913,-0.16014205079712357,0.008602095165634545,0.03444336729023437,SG,Duncan Robinson
whiteco01,-0.297734559733243,0.10682652978056341,0.09247281195708243,0.03510116228858771,-0.07438490265400906,-0.035977035362118964,0.007537611697297951,-0.009352296634070714,0.040513919639848066,-0.0415914192363552,PG,Coby White
woodch01,0.3670324051066483,-0.26593900006832083,-0.16761193837014432,0.04313112808136243,0.023821495324170706,0.003328871664228264,0.08631710073797802,0.0033022109758893046,0.058920126951860045,-0.003388019642423345,PF,Christian Wood
rubiori01,-0.14655041052045914,0.7653883895836896,-0.038976584841289436,-0.059426807033542965,-0.055971624871092154,0.04196785783309316,-0.07158354512542589,0.09483158550390675,-0.17780467880193815,0.02724706982902688,PG,Ricky Rubio
bridgmi02,-0.012279107845652353,-0.05093851426921814,0.060522568745808074,0.20674091529001737,-0.04649968161765736,0.022011960093328557,-0.0348578882543983,0.0064267238709682,0.03654173479478326,0.044658874363463226,SF,Miles Bridges
smartma01,-0.2279636755724055,0.4663225009551998,0.24070233232492677,-0.030469695400735342,0.21911276466071428,0.04179935545229451,-0.08604759476138493,0.08320757453548429,-0.0759351869779928,0.03177501018838242,SG,Marcus Smart
kuzmaky01,-0.04807873107988727,-0.14895246674126728,0.029699373084580354,0.03646920283414529,-0.10707408629477405,-0.02360069996556193,0.030551607929316136,-0.08162797360702355,0.07581140719047592,0.005170501119347632,PF,Kyle Kuzma
leeda03,-0.2048432785795417,0.139478892595793,0.01012193569091019,0.11352678504780993,0.090338312986231,-0.12858322232318564,-0.04394024441960034,-0.003340939197545568,-0.017996802528693515,-0.02823990519086622,SG,Damion Lee
covinro01,0.23806839264202448,0.10668587716028612,0.1410691393137639,0.049378273460270454,0.45039506047386746,0.04457653626590181,0.06175851148576581,-0.2535425663892736,0.01974339412120842,0.06657975082270497,SF,Robert Covington
curryse01,-0.22256547748200692,-0.15172615062285802,-0.17878038612070893,-0.05935086666031864,0.04063517973638648,-0.029829284991572582,0.060527513201270935,0.08118568116818191,0.017634868522992266,-0.051756974640002715,SG,Seth Curry
huntede01,-0.17946024418840023,0.00099749390823837,0.12526928052862274,0.0920131056476471,-0.0819570922436946,-0.03598425723114869,0.03152421994664896,-0.018227179878824787,0.056431951503185265,-0.05056900648671705,SF,De'Andre Hunter
garlada01,-0.36826725935424326,0.26353210706444924,-0.0740475002768165,0.04578026722703261,-0.14098017331844723,0.07608992862364768,-0.05404890204764703,0.08592977854812242,0.16595823482086614,0.029260528533374273,SG,Darius Garland
washipj01,0.10407349567746375,-0.01662304051149595,0.21283297603116072,-0.036984047367907384,-0.03946961357586164,0.05183852249915663,0.1203721637565255,-0.0311504756652284,0.00795750443886734,-0.05137811158980277,PF,P.J. Washington
huertke01,-0.19974425853422376,0.18123254963452523,0.04701488876525964,0.07799162333258176,0.0007517951065269769,0.06499655567368233,-0.008452399098967354,0.033217215586268216,-0.05180261009060508,-0.01861904196721044,SG,Kevin Huerter
fultzma01,-0.04811261576358108,0.31239252935543277,0.037013192650857764,-0.26821279303251544,0.013847566216595324,0.00031172026314702737,-0.05487588372116211,0.008595752262035917,-0.02649582462909471,-0.02186135596078408,SG,Markelle Fultz
turnemy01,0.3009242446184265,-0.14001831370485918,0.16352473863706082,0.27412956791548515,0.1084883679846045,0.3576752341449094,0.054665008999055506,-0.08743497396676625,-0.005536789816130487,-0.0003361482920488109,C,Myles Turner
princta02,-0.16129102771781592,0.1541386859117041,0.22125387470864066,0.22328546244793537,-0.040765704551701074,-0.06411772923033819,0.01686548861400443,-0.05790291527089485,0.08437179736551251,-0.065558334275969,SF,Taurean Prince
clarkbr01,0.3979147767668319,-0.30075299045145587,-0.2528380047401042,-0.0470550897835904,0.10742797604585973,-0.03066205758595527,0.03460045994014069,0.03760525283518239,-0.024209496581953018,-0.05791078830272963,PF,Brandon Clarke
thomptr01,0.6171466130256578,-0.10746009826767478,0.2417650382565436,0.18964005953177818,-0.24586843164877026,-0.1238200452416996,0.03077206830048667,0.28084327988645647,0.024445459843866788,0.20123261130554473,PF,Tristan Thompson
grantje01,-0.016814085322830772,-0.2169537023766178,0.011264525574021677,-0.016485917344693356,0.08209614780507597,0.09357085296648973,0.05654534124895477,0.00648671913579449,0.006737124077437715,-0.01690231078437824,SF,Jerami Grant
lopezbr01,0.16604892119445272,-0.1713462254689418,0.05865776708940477,0.2724082979821096,0.23911889683401957,0.5164766409369931,-0.021502459087928433,-0.13573371365601986,-0.049115611366229196,0.049610221982108176,C,Brook Lopez
horfoal01,0.15097623954024478,0.07087232116355441,0.061492801633958455,0.11689488075841975,-0.024456024871481276,0.04933477569865454,-0.007126953474270037,0.0051387701369490675,-0.18017362019151462,0.042883972035328004,C,Al Horford
balllo01,0.15137058050498173,0.5979221858473026,0.3360972005355831,-0.21971507787136252,-0.22557209399100064,0.07767085713127453,0.15308445699426476,-0.011782398812312205,-0.07317234145969745,0.031077960768224763,PG,Lonzo Ball
robingl02,-0.04387927361868366,-0.10676368436953813,-0.09054385783918562,0.04578940594996209,0.17595010818274895,-0.10371642470526647,-0.042650569732158874,0.10242097013025224,0.016028354002908474,0.0401907054296876,SG-SF,Glenn Robinson III
millspa02,-0.3239267608108023,-0.11489330231133814,-0.12503675708757533,-0.058022270680160706,0.14749869480118666,-0.03008854532629335,-0.02874217146615111,-0.0003661280730433489,0.01250398422730975,0.04756315271657591,PG,Patty Mills
bjeline01,0.11266478593703105,0.047696336655034643,-0.03725587055048255,0.11761210003051531,0.08263598716992918,-0.05417126883357141,0.02777658643545734,0.06478228743626298,-0.0487277145051354,0.027795728201063498,PF,Nemanja Bjelica
whitede01,-0.11509817169169857,0.005466607665436653,-0.1268594482927691,0.08312494068875925,0.021539835898419384,0.20271458288310598,-0.018311726456898127,-0.0031278473541175886,-0.07182801075475416,-0.01542960376415867,SG,Derrick White
forbebr01,-0.4002463190420583,-0.14312047880967727,-0.05634583078188799,0.027161764764025327,-0.035654230739439415,-0.03135575932495161,-0.0013533660846066942,0.018880409774851916,0.00985154868662691,-0.030575425315583972,SG,Bryn Forbes
beaslma01,-0.32582547741517526,-0.10342540916542221,0.010798337732238686,0.027403265561655607,0.030128567785655407,-0.049247497013895816,0.01352370552580074,0.015126121419956288,0.029878675671276764,-0.056288876179455376,SG,Malik Beasley
allenja01,0.8709272562507909,-0.3261018338565885,-0.02642605581169901,-0.030093940423774147,-0.06000255109909039,-0.02721269943642598,-0.24295347008614634,-0.00961271701053331,-0.02661656033520395,-0.036704890041263316,C,Jarrett Allen
zelleco01,0.37781075116496343,-0.1971903782260529,0.05910510957830847,-0.02073209557712421,-0.09178489541382738,-0.1773223650477444,-0.10478406829170141,0.12944559258384714,0.05729440387014218,0.12418991075368284,C,Cody Zeller
osmande01,-0.12391339361133255,-0.03254819367625541,0.13266104890244002,-0.1300670667911,-0.09202446520049432,-0.0361008371032844,0.09783323532020276,-0.00592143523357761,0.003448328255741293,-0.036033901679807946,SF,Cedi Osman
murrade01,0.030848784034213452,0.4015726234643548,0.13602757137883337,-0.07289886710189208,0.231083941524703,-0.12484530980296787,-0.005120008078539037,0.05856032722347359,-0.031361260051874645,-0.05188034513939983,PG,Dejounte Murray
smithis01,-0.1457356352404512,0.15874274848905667,0.0511980066380594,-0.14754058836593678,-0.08125778538480345,0.08574006420013194,0.030153463357301447,0.03608805004682933,-0.1405580407203373,-0.04868402841171558,PG,Ish Smith
teaguje01,-0.2713174876715532,0.24956497862060856,-0.1496247310162682,0.007556359074635325,-0.1014240218572516,0.11882451675895594,-0.05853799796566672,0.0929186145119338,-0.02446129723545983,0.016618250999374324,PG,Jeff Teague
adamsst01,0.7345247255325208,-0.15634408949246603,0.13133845423007773,-0.02352462013115037,-0.09808015888746367,-0.05613826895704975,0.03906066321560845,0.18339600514883703,-0.027869204067446196,0.0696458519912876,C,Steven Adams
gayru01,-0.07828381690309572,-0.08233725265187226,-0.1143784461775667,0.23060384118990865,0.010207698021355757,-0.030187977145993392,-0.03713015811683225,-0.05930331965999551,0.007607640148526108,-0.019316438612620796,SF,Rudy Gay
